transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NM_001131021,0,0,0,0,0,0,0,0,0,0,3,5
NM_019833,169,304,264,224,217,170,213,133,184,86,173,286
NM_198628,0,4,4,0,0,0,0,0,0,0,0,3
NM_198627,0,0,0,0,0,0,0,0,0,0,0,0
NM_138750,0,0,0,0,0,0,0,0,0,0,0,3
NM_138755,239,284,654,164,116,250,153,68,133,129,553,209
NM_199240,331,0,166,131,150,233,211,216,235,0,146,182
NM_199241,0,257,172,183,125,187,180,0,147,146,0,179
NM_007557,410,474,413,357,357,402,307,288,215,133,331,586
NM_001164564,0,0,0,0,0,0,0,0,28,0,0,0
NM_007552,763,992,718,531,698,638,656,817,923,732,1240,797
NM_009461,2104,2695,2100,1558,1818,1749,2028,1809,1919,1523,3087,2515
NM_001128103,3,16,9,7,9,10,9,4,10,5,9,29
NM_001083618,0,0,3,0,3,0,0,0,4,0,2,0
NM_001159683,0,118,0,0,0,0,17,0,93,867,236,66
NM_001113399,0,0,0,2,20,0,7,0,0,0,0,0
NM_027054,0,0,0,0,0,0,0,0,0,0,0,0
NM_011957,5405,4479,3877,2889,4539,3231,4533,5726,6244,3348,10441,4374
NM_011958,572,675,493,387,645,534,524,626,537,479,739,564
NM_027975,3,4,0,0,7,0,4,57,185,73,81,6
NM_020014,10,49,36,5,32,24,18,24,34,13,37,60
NR_028423,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290740,93,179,136,103,77,86,89,111,94,240,355,148
NM_001290745,0,0,0,0,1160,1277,0,0,4,0,0,4
NM_008114,0,0,0,0,0,0,0,0,0,0,0,0
NM_030000,0,4,0,0,427,0,0,0,840,0,4,0
NM_207566,0,0,0,0,0,0,0,0,0,0,0,0
NM_207565,0,0,0,0,0,0,0,0,0,0,0,0
NM_207563,0,0,0,0,0,0,0,0,0,0,0,0
NM_207562,0,0,0,0,0,0,0,0,0,0,0,0
NM_207561,0,0,0,0,0,0,0,0,0,0,0,0
NM_028733,92,112,3,2,5,6,1,4,7,174,10,7
NM_207568,0,0,0,0,0,0,0,0,0,0,0,0
NM_029397,449,541,503,302,388,189,605,334,273,414,446,561
NM_019787,0,945,726,1007,341,664,438,748,875,366,1088,961
NM_001001982,846,1003,789,803,639,580,613,554,623,554,1215,952
NM_001001986,782,758,605,520,654,514,10,657,533,358,881,758
NM_001085407,1040,739,638,817,698,713,893,499,571,498,731,688
NM_001085408,982,1492,612,684,694,641,737,584,622,639,1264,686
NM_001160330,157,119,104,117,119,103,106,107,141,85,227,152
NM_139151,27,21,13,19,24,10,18,8,14,12,37,22
NM_010808,3,5,0,4,0,3,0,8,14,0,6,9
NM_011824,0,36,76,27,2,2,0,820,1852,370,438,22
NM_010554,4,5,3,0,0,5,3,4,0,0,4,3
NM_172545,1501,1367,220,195,239,750,177,252,712,255,1758,999
NM_183023,0,0,4,0,0,0,0,0,0,0,0,0
NM_010804,0,0,0,0,0,0,0,0,0,0,0,0
NM_175238,1022,1235,959,814,901,963,1082,1042,1108,840,1632,1079
NM_133924,831,839,717,799,709,716,707,594,584,378,921,927
NM_001033960,8,8,63,10,8,53,9,48,4,52,159,51
NM_147018,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136556,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271745,52,0,0,0,0,0,0,0,4,0,0,0
NM_001081033,0,0,0,0,0,0,0,2,0,0,0,0
NM_001291003,0,0,0,0,0,0,0,0,0,0,0,0
NM_146459,0,0,0,0,0,0,0,0,0,0,0,0
NM_146458,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081349,517,401,367,511,499,476,432,422,518,157,647,739
NM_146455,0,0,0,0,0,0,0,0,0,0,0,0
NM_146454,0,0,0,0,0,0,0,0,0,0,0,0
NM_007553,198,327,257,305,223,249,220,148,148,88,230,364
NM_146450,0,0,0,0,0,0,0,0,0,0,0,0
NM_147010,0,0,0,0,0,0,0,0,0,0,0,0
NM_175303,0,0,0,0,0,0,0,0,0,0,0,0
NM_175300,3760,3985,3667,3025,3369,2739,3451,3453,3816,2424,5405,3934
NM_146297,0,0,0,0,0,0,0,0,0,0,0,0
NM_146294,0,0,0,0,0,0,0,0,0,0,0,0
NM_172436,1112,1439,1196,926,949,928,1061,1018,1166,778,1520,1381
NM_180960,0,43,21,53,0,0,0,38,42,0,64,42
NM_001290563,9,6,13,12,0,0,0,4,4,13,11,11
NM_009885,0,8,6,6,0,0,5,4,0,0,5,0
NM_001290567,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290566,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290564,8,5,10,4,11,10,6,6,7,5,20,14
NM_026220,3246,3710,3403,2374,2597,2407,2628,2404,2674,1803,3841,3533
NM_001077193,263,109,198,0,123,111,189,119,183,67,106,150
NM_001102437,384,336,645,268,387,338,127,199,374,274,382,641
NM_001077190,776,1240,677,651,687,754,758,630,581,493,1384,863
NM_139302,974,979,916,768,839,704,857,762,743,491,1104,995
NM_008845,422,583,552,472,495,510,530,427,535,321,714,570
NM_001047604,477,805,535,352,642,457,524,469,553,579,628,919
NM_009867,200,270,258,180,250,241,201,132,131,125,257,263
NM_001291433,101,106,44,107,123,53,121,89,70,140,179,102
NM_001011785,0,0,0,0,0,0,0,0,0,0,0,0
NM_175015,2122,2692,2145,1640,2251,1846,2137,3196,3587,2363,4441,2357
NR_040256,0,0,0,0,0,0,0,0,0,0,0,0
NR_038065,0,2,2,2,0,0,0,2,0,2,3,2
NM_001290419,186,283,0,293,0,140,223,0,0,0,312,0
NM_001290413,240,175,7,254,156,256,208,230,214,157,446,147
NR_073183,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001182,2345,2648,2218,1786,1980,1777,2078,1738,1705,1453,3146,2634
NM_001077684,48,78,51,52,42,36,45,50,51,17,70,57
NM_013513,0,0,0,0,0,0,0,0,0,0,0,0
NM_175445,725,1124,1185,1108,1025,987,1163,886,1053,667,1326,1286
NM_001271962,0,0,0,0,0,0,0,0,0,0,0,1
NM_001271963,0,129,0,135,0,0,88,78,0,0,85,195
NM_031843,1205,1603,1584,1321,1229,1077,1157,941,1078,679,1412,1675
NM_001048139,0,0,0,0,0,0,0,0,0,0,0,0
NR_040621,20,44,21,37,13,19,24,10,15,35,50,21
NM_009261,216,272,211,173,231,219,225,186,223,138,311,273
NM_001206368,625,0,0,0,0,22028,0,0,2681,0,371,0
NM_001206369,107,174,159,369,78,334,236,21,104,110,77,150
NM_001206367,26662,40043,37551,32741,28257,30812,31715,18616,24338,15913,36086,37902
NR_028528,7,10,6,6,5,3,5,3,2,6,13,8
NM_001271564,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271565,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271563,0,0,0,0,0,0,0,0,0,0,0,0
NM_007896,3225,4164,3192,2430,3298,2826,3586,3968,4494,3143,6082,3538
NM_001190297,670,940,663,509,707,736,631,444,475,447,610,943
NM_001098799,3,4,9,0,11,0,7,5,4,10,12,8
NM_027434,477,361,345,259,278,325,334,633,433,155,483,462
NR_040332,0,2,0,0,3,0,0,0,0,0,0,0
NM_001177730,2342,2728,2029,1591,1826,102,312,233,1590,1291,134,143
NM_033134,989,1364,1081,489,1112,729,1082,820,899,687,1640,1336
NM_001048229,16,119,168,130,106,84,159,68,84,131,133,109
NM_001048228,3,197,140,131,179,186,150,169,196,120,391,271
NM_001048227,33,0,0,11,0,0,0,11,0,0,21,0
NM_001271585,0,0,0,0,5,2,0,0,1,1,27,0
NM_016661,1439,1685,1456,1072,1086,1016,1156,1826,2524,1465,2606,1612
NM_001114541,504,12,531,270,450,4,351,349,385,270,657,6
NM_001109761,0,0,0,0,0,0,0,0,0,0,0,0
NM_007903,477,492,350,231,406,395,386,157,104,96,141,409
NM_001025246,301,376,319,254,222,191,200,428,538,287,750,342
NM_001011802,0,0,0,0,0,0,0,0,0,0,0,0
NM_007906,6,11,18,30,3,15,7,6,8,0,0,21
NM_010125,0,9,3,0,0,4,5,0,0,0,0,3
NM_027728,12,24,6,10,6,8,17,15,7,6,24,25
NM_001290987,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290986,0,0,0,0,0,0,0,0,0,0,0,0
NM_013613,7162,8872,5037,3493,5797,5339,6588,5377,4505,3597,7494,5027
NM_001290744,0,0,0,0,0,0,0,0,0,0,0,0
NM_001276257,0,0,0,0,0,0,0,0,0,0,0,0
NM_013615,10,17,14,6,4,11,19,21,28,10,29,12
NM_207567,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099297,9,10,21,30,14,5,17,5,4,4,0,33
NR_027290,13,0,35,49,10,12,17,37,29,21,37,42
NM_211358,287,356,416,295,427,294,337,466,522,378,633,428
NM_001099298,612,582,542,403,460,399,541,375,414,283,565,664
NM_026091,236,272,223,216,240,195,256,276,386,243,463,256
NM_019446,0,0,0,2,0,0,0,5,0,0,3,0
NM_001177648,260,130,327,355,33,117,400,146,234,45,717,203
NM_001177649,879,813,1260,674,820,866,829,756,446,635,975,1222
NR_030431,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177646,603,2623,443,338,2050,1291,2417,1224,495,792,622,1832
NM_001177647,588,293,1106,468,126,99,336,180,1224,171,3290,464
NM_001033768,157,163,132,120,146,118,155,172,215,142,273,173
NM_001037279,28,59,46,30,39,27,35,88,167,66,81,18
NM_001291160,161,207,220,5,80,2,68,153,415,36,426,96
NM_001291162,1,0,3,1,2,0,2,1,1,1,1,1
NM_009076,8208,12335,10492,8446,8663,7725,9166,13305,17023,10326,20692,11076
NM_001291168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291169,0,3,0,0,8,3,0,3,0,0,0,0
NM_026412,29,51,46,30,28,24,48,414,674,323,593,42
NM_026415,0,0,0,0,0,0,0,0,0,0,0,0
NM_152800,896,760,766,725,929,722,749,895,1219,651,1525,946
NM_001033369,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018042,1232,1611,1793,1246,1047,1319,1349,1614,1576,763,1650,2060
NM_206903,0,0,0,0,0,0,0,0,0,0,0,0
NM_001076554,2,4,2,5,2,1,5,4,3,2,240,3
NM_010230,0,0,0,19,0,0,0,0,0,0,0,30
NM_010236,877,822,655,684,776,570,765,716,770,585,1422,715
NM_019788,524,645,548,424,445,393,442,562,709,456,919,631
NM_026896,414,532,456,353,381,344,382,397,517,343,751,517
NM_001164357,783,724,646,474,770,325,809,1087,900,794,1116,267
NM_026678,264,408,355,277,266,252,278,358,407,269,564,373
NM_001164358,53,81,30,17,43,22,25,31,18,22,64,79
NM_001003824,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003825,0,0,0,0,0,0,0,0,0,0,0,0
NR_106202,0,2,0,1,0,0,0,0,1,0,2,0
NM_177303,2,43,9,0,5,6,0,19,109,12,60,20
NR_033634,0,0,0,0,15,0,0,0,0,0,0,0
NM_177658,1549,968,900,1909,703,903,1164,1066,2328,1106,2310,1437
NM_177657,523,831,820,653,614,548,640,320,437,266,353,794
NM_177656,0,0,0,0,0,0,0,0,0,0,0,0
NM_177655,0,0,0,0,0,0,0,0,0,0,0,0
NM_177653,0,0,0,0,0,0,0,0,0,0,0,0
NM_177652,89,184,156,190,60,65,51,43,61,34,113,206
NM_177651,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177407,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164827,98,71,69,114,84,97,68,0,84,46,255,83
NM_001164820,0,0,0,0,0,0,18,0,0,0,0,0
NM_001289723,0,205,0,1,2,240,1,0,290,2,165,0
NM_001289722,0,0,2,1,0,0,1,181,370,0,257,0
NM_001290369,250,257,1041,968,221,312,787,579,598,625,306,614
NM_001290368,0,16,0,0,0,0,0,0,0,0,3,1
NM_029702,841,1089,711,798,813,735,718,717,651,469,1407,357
NM_025876,213,305,285,204,218,154,206,220,224,158,351,276
NM_001141946,122,86,100,121,223,87,287,153,162,142,276,170
NM_177784,271,249,194,128,226,159,207,247,320,196,355,195
NM_001141948,92,174,124,105,208,101,198,218,288,136,427,153
NM_001141949,270,327,357,265,183,282,251,379,367,433,746,308
NM_001011852,0,1,0,1,1,0,0,0,0,0,0,0
NR_029811,1,0,1,0,2,0,2,0,0,0,0,1
NM_177783,2427,2619,1169,1163,2032,1784,1427,1790,1489,1618,1338,2681
NM_026703,881,1060,863,724,814,722,814,1065,1240,855,1637,1049
NM_001165997,174,134,120,90,132,127,94,30,137,100,264,197
NM_001165995,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165992,0,168,106,0,96,0,0,92,0,0,0,512
NM_025475,496,405,462,315,319,267,400,415,543,392,732,577
NM_153501,1186,1371,1125,1128,1249,1102,1284,1150,1255,813,1866,1299
NM_001083919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165998,0,88,0,0,0,0,0,0,65,0,0,0
NM_021716,282,334,249,0,0,198,0,0,0,141,225,218
NM_016719,186,166,189,151,137,145,161,260,297,276,606,193
NM_172150,755,893,759,538,612,571,606,728,870,569,1159,870
NM_028834,26,0,0,0,0,0,37,58,79,40,68,0
NM_001244891,6,188,7,4,0,6,0,0,52,0,3,2
NM_145533,400,354,384,376,317,275,348,301,320,223,494,564
NM_145532,0,0,0,0,0,4,0,2,0,0,2,0
NM_145531,2412,2702,2064,1777,1990,1776,2201,1735,1851,1450,2915,2471
NM_145530,0,0,0,0,0,0,0,0,0,0,0,0
NM_138748,3349,3931,3327,2569,2872,2454,2779,3740,4309,2638,5774,3730
NM_145536,25,32,15,10,13,22,2,14,8,10,55,39
NM_145535,0,6,15,0,12,0,3,8,7,12,22,13
NM_145534,1527,1447,603,904,1203,1026,1137,686,810,591,1238,1453
NM_008109,0,0,0,0,3,0,0,0,3,0,0,0
NM_198630,0,5,0,0,2,0,0,0,0,0,0,0
NM_009454,1898,1958,1593,1180,1672,1470,1668,1876,1851,1339,2593,1870
NM_054068,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289652,1178,1675,1274,958,1288,960,1040,1345,1527,933,2067,1430
NM_001289651,188,1,149,154,0,79,290,2,165,217,194,4
NM_001159696,0,0,0,0,0,0,0,0,0,0,0,0
NM_199239,0,2,0,0,0,187,1,0,1,0,1,2
NM_199238,0,0,0,0,0,0,0,152,173,0,189,0
NM_001289659,0,4,0,0,2,7,0,0,0,5,3,0
NM_172339,365,413,788,386,740,215,317,642,654,503,793,884
NM_011941,1125,1399,1033,1070,1078,899,1088,1020,1349,900,1891,1212
NM_010495,583,749,715,482,751,477,574,819,877,468,971,679
NM_029232,0,0,0,0,0,0,0,0,0,0,0,0
NM_148413,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290774,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290775,0,4,0,0,0,0,0,0,3,0,0,0
NM_001290773,0,0,0,0,0,0,0,0,0,0,0,0
NR_028547,1,1,0,1,0,0,1,1,0,0,2,2
NM_021398,29568,33950,25305,19919,23368,24542,23619,19313,14496,16878,31761,30274
NM_146650,0,0,0,0,0,0,0,0,0,0,0,0
NM_028724,6903,6561,6298,4405,4380,5298,4748,4030,4648,2847,5955,7292
NM_021393,2012,2307,2108,1687,1926,1489,1786,1839,2162,1323,2896,2263
NM_021394,245,385,208,236,194,135,220,2391,3158,2068,4982,271
NM_001199188,723,996,340,924,622,510,772,1131,573,737,1297,1583
NM_198294,1317,1302,1966,914,647,501,759,1148,1760,1179,2028,1423
NM_146127,1235,974,912,714,961,692,732,789,706,364,921,1074
NM_001291149,116,112,91,55,73,63,38,61,88,42,137,75
NM_001242558,114,0,145,152,0,125,0,0,0,0,137,166
NM_146126,1243,1646,1454,1132,1294,1210,1313,819,905,856,1236,1566
NM_028054,357,394,342,226,287,186,274,357,351,241,370,379
NM_001081199,217,234,168,177,175,116,183,112,133,88,319,184
NM_175225,68,83,7,171,210,129,214,32,77,145,155,179
NM_011836,2015,2337,3000,2078,1823,1862,1740,1137,1241,751,1851,2462
NM_001040055,0,0,0,0,0,0,0,0,0,0,0,0
NM_145395,2,19,7,14,6,20,5,0,0,10,4,22
NM_172204,0,0,0,0,0,0,0,0,0,0,0,0
NM_025657,0,330,0,201,236,0,251,0,256,0,205,296
NM_011393,2,7,0,1,0,6,5,4,0,0,7,8
NM_001289689,0,0,0,0,0,0,0,0,0,0,0,0
NM_001206382,65,131,116,118,3,55,10,165,1,59,87,12
NM_025490,0,0,0,0,2,0,0,0,0,0,0,0
NM_146843,0,0,0,0,0,0,0,0,0,0,0,0
NM_146846,0,0,0,0,0,0,0,0,0,0,0,0
NM_146847,0,0,0,0,0,0,0,0,0,0,0,0
NM_146844,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013369,0,0,0,0,0,0,0,0,0,0,0,0
NM_146848,0,0,0,0,0,0,0,0,0,0,0,0
NM_146849,0,0,0,0,0,0,0,0,0,0,0,0
NM_025990,0,0,0,0,0,0,0,0,0,0,0,0
NM_146448,0,0,0,0,0,0,0,0,0,0,0,0
NR_105973,0,2,2,1,2,0,0,1,1,0,1,1
NM_001025102,698,743,646,482,667,503,590,608,731,526,848,696
NM_001080754,1073,887,766,648,430,645,715,565,816,630,497,907
NM_001256480_1,0,0,0,0,0,0,0,0,0,0,1,0
NM_001289611,67,134,86,54,104,70,78,163,116,81,178,95
NM_001256480_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256480_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256480_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_001256480_4,0,1,0,0,0,0,0,0,0,0,0,0
NR_038101,3,4,0,0,8,3,5,0,0,0,19,13
NM_001290558,3832,5275,3494,2504,3654,3794,3356,2956,2049,1910,5369,3884
NM_020333,3,7,5,13,6,2,0,3,14,3,12,11
NM_001290552,471,56,0,205,0,214,0,278,0,194,45,0
NM_001291145,0,10,0,0,0,0,0,0,0,0,0,0
NM_001139520,1686,1641,1673,1704,1729,1496,1257,1895,2604,2257,6497,2043
NM_009979,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081975,2777,3119,2873,2011,2161,2007,2217,1976,2183,1473,3238,2997
NM_001290796,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081971,6,6,2,3,3,8,2,4,2,2,2,8
NM_001271777,34,39,25,31,37,21,21,24,28,17,42,34
NM_008859,0,3,12,9,0,2,0,9,3,0,29,5
NM_001276432,3,3,5,3,0,6,0,0,0,2,6,5
NM_001100415_1,0,1,0,0,0,0,0,0,0,0,0,0
NM_001100415_3,0,0,0,0,0,0,0,0,0,0,1,0
NM_001100415_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001100415_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_001123327,1334,1592,1303,1090,1353,1280,1461,1431,1672,1126,2111,1518
NM_001202446,0,502,1145,0,0,0,491,0,0,121,0,0
NM_001202445,616,389,69,903,551,937,480,985,1159,206,1239,1306
NM_001110228,0,0,0,0,0,0,0,0,0,0,0,0
NM_212450,927,1120,967,339,946,692,594,858,1061,780,620,585
NM_009851,8,16,16,9,13,7,19,19,39,49,46,12
NM_010711,0,0,0,0,0,0,0,0,0,0,0,0
NM_011611,407,598,560,359,523,520,520,545,303,372,815,491
NR_110350,0,0,0,0,0,86,0,0,32,91,0,77
NM_009989,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166640,0,341,0,234,0,124,0,0,126,0,0,0
NR_073192,0,0,0,0,0,18,0,0,24,22,45,0
NR_073191,25,0,0,36,0,17,21,0,20,24,54,26
NM_008587,1709,1551,1324,1013,1078,1150,1109,884,676,840,1471,1447
NM_001177439,0,0,0,0,0,0,0,0,0,0,0,0
NR_028535,0,0,0,0,0,0,0,0,0,0,0,0
NM_019547,57,48,57,45,47,38,47,96,101,36,102,46
NM_001177833,94,133,213,74,180,92,113,109,78,76,129,120
NR_040318,67,91,52,38,62,51,60,50,63,56,93,61
NM_146662,0,0,0,0,0,0,0,0,0,0,0,0
NM_146660,0,0,0,0,0,0,0,0,0,0,0,0
NM_146661,0,0,0,0,0,0,0,0,0,0,0,0
NM_019705,102,108,208,247,165,144,96,197,186,133,133,284
NM_009219,2,7,11,11,6,3,6,7,2,1,4,5
NM_013599,4,22,20,17,4,3,4,263,590,115,134,4
NM_001136081,0,1,0,1,0,1,1,174,240,1,75,107
NM_013592,731,654,707,584,505,570,492,552,420,240,589,743
NM_022415,4209,5511,4136,3121,3472,2796,2919,5797,6633,4331,9952,4572
NM_001079690,0,0,0,0,0,0,0,0,0,0,0,0
NM_008920,0,16,2,0,0,0,0,3,0,0,0,2
NM_183112,8,20,10,19,5,15,11,16,0,6,20,22
NM_001177720,382,371,21,0,304,249,284,304,367,244,655,310
NM_001177839,93,54,91,0,70,0,40,50,57,61,44,45
NM_009328,34,19,17,24,17,8,17,6,8,0,30,23
NM_001081133,883,1024,870,568,682,676,814,728,879,609,1080,982
NM_029837,0,0,0,0,0,0,0,0,0,0,0,0
NM_178778,392,491,356,368,494,393,451,326,370,385,676,435
NM_009322,0,0,0,0,3,0,0,0,0,0,2,0
NM_029832,2412,2834,2357,2110,2155,1769,1979,1607,1631,1203,2856,2747
NM_001162503,2876,3730,3163,2352,2594,2533,2401,2231,2111,1694,3537,3650
NM_009326,160,222,197,188,132,131,137,138,138,105,268,207
NM_019632,115,148,104,88,92,97,94,83,72,76,138,117
NM_001099349_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099349_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099349_3,0,1,0,0,0,0,0,0,0,0,0,0
NM_001099349_4,0,0,0,0,0,0,0,0,0,0,1,0
NM_001099349_5,0,0,0,0,0,0,0,0,1,0,0,0
NM_001270423,0,0,0,0,0,0,0,0,0,0,0,0
NM_013627,0,2,0,0,3,0,2,0,0,2,0,0
NM_001112738,101,116,156,8,125,19,15,19,145,4,21,17
NM_146594,0,0,0,0,0,0,0,0,0,0,0,0
NM_177294,223,2,5,350,362,1,273,348,9,4,310,22
NM_001005225,0,0,0,0,0,0,0,0,0,0,0,0
NM_177268,459,583,430,439,416,334,426,377,404,360,839,457
NM_027641,392,442,350,349,401,331,328,271,316,168,422,407
NM_019450,0,0,0,0,0,0,0,0,0,0,0,0
NM_019451,0,0,0,0,0,0,0,0,0,0,0,0
NM_019456,559,872,819,865,703,661,743,962,1427,897,1530,1007
NM_177263,2415,1967,1897,1356,1613,1771,1970,1311,1363,1220,2096,2268
NM_019454,48,34,14,17,22,53,0,40,21,11,63,85
NM_029958,0,0,0,0,0,0,0,0,0,0,0,0
NM_029959,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111060,142,69,3,4,3,2,4,101,31,39,877,0
NM_001177659,5,27,8,4,3,0,11,8,20,7,11,14
NM_001177657,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177656,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177655,0,150,0,243,134,0,228,241,0,297,222,304
NM_001177654,206,0,119,0,0,124,0,0,0,0,0,0
NM_001177650,57,9,106,73,47,0,73,0,6,59,180,0
NM_001291173,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291172,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291171,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291170,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291177,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291176,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291175,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291174,0,0,11,0,0,0,0,0,0,0,0,0
NM_001291179,0,0,0,0,0,0,0,0,0,0,0,0
NM_146395,0,0,0,0,0,0,0,0,0,0,0,0
NM_001082476,1357,1469,1259,1196,1117,985,998,1090,1067,756,1792,1464
NM_001099308_1,460,0,0,0,0,0,426,0,494,0,0,558
NM_010222,2117,2597,2278,1574,2053,1649,2009,1830,2131,1483,2599,2436
NM_010226,140,160,204,141,156,146,177,198,258,71,266,175
NM_027093,203,244,215,168,177,136,184,207,290,157,395,186
NM_178250,0,0,0,0,0,0,0,0,0,0,0,0
NR_046065,0,0,0,0,0,0,0,0,0,0,0,0
NM_030244,807,752,793,660,677,659,710,695,771,385,1031,797
NM_030243,0,123,109,0,0,169,0,0,0,0,0,0
NR_040256_1,0,0,0,0,0,0,0,37,25,0,0,0
NM_008625,20,38,16,14,16,11,9,16,18,28,31,12
NM_177647,112,119,87,63,77,78,80,55,53,54,55,87
NM_177648,588,670,609,467,527,415,527,581,691,414,911,668
NM_001030292,0,0,0,0,0,0,0,0,0,0,2,0
NM_146970,0,0,0,0,0,0,0,0,0,0,0,0
NM_025868,1333,1479,1563,987,1005,1033,920,1295,1608,1017,1708,1711
NM_001289717,187,162,367,202,150,162,238,288,226,0,377,183
NR_045894,0,2,0,0,0,0,0,0,0,0,0,0
NR_045895,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289710,69,138,114,83,122,0,0,66,229,105,128,126
NM_029716,0,1,0,0,0,0,0,0,0,1,3,0
NM_025866,36,46,41,18,45,45,43,202,429,155,274,32
NM_001278257,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278256,217,179,247,216,138,100,140,336,117,292,389,162
NM_001198809,0,0,0,0,4,0,0,0,0,0,0,0
NM_001198808,0,0,0,0,0,0,0,0,0,0,12,0
NM_001278259,0,0,0,0,0,0,0,0,0,0,0,6
NM_001278258,0,4,7,0,2,0,6,6,0,2,0,0
NM_001100416_2,0,0,0,0,0,0,0,0,0,0,692,0
NM_001100416_3,0,0,0,0,0,0,0,0,325,0,0,0
NM_001100416_1,0,635,0,0,0,0,0,0,0,0,0,0
NM_133232,1207,4912,3641,1432,4111,2111,3983,2051,2423,2271,1593,4739
NM_181424,121,236,137,175,159,142,130,78,217,198,246,338
NM_001276361,0,1,1,0,1,0,0,0,1,1,2,1
NM_001276360,0,1,0,0,0,0,1,0,0,0,1,1
NM_026115,335,395,322,216,294,276,360,573,895,498,853,373
NM_153511,0,0,0,9,3,0,0,0,6,6,18,0
NM_146293,0,0,0,0,0,0,0,0,0,0,0,0
NM_198191,0,4,0,2,2,0,0,3,0,0,0,0
NR_117095,0,0,1,0,0,0,0,0,0,0,0,0
NM_028844,275,306,249,195,237,225,248,326,345,192,466,322
NM_028846,525,595,526,450,450,386,416,421,528,356,802,557
NM_145524,117,142,158,134,95,107,139,113,129,121,131,152
NM_145525,0,0,0,0,0,0,0,0,0,0,0,74
NM_145526,2,0,3,7,8,3,4,6,8,3,14,0
NM_145527,0,0,0,15,0,0,0,0,0,0,0,0
NM_145520,15,9,16,52,21,31,44,128,13,31,10,46
NM_145521,330,315,269,250,287,224,263,235,239,183,387,302
NM_145522,309,386,362,256,321,263,282,364,492,279,608,417
NM_145523,14,5,9,5,14,14,14,14,10,8,30,19
NM_145528,1529,1722,1579,1219,1212,1206,1109,1403,1459,1020,2280,1749
NM_145529,379,471,375,273,336,292,358,488,580,330,752,389
NM_009442,645,845,667,512,513,482,510,617,715,439,992,739
NM_054091,0,0,0,0,0,0,0,0,0,0,0,0
NM_054090,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289660,14,0,0,0,0,0,0,0,0,0,9,0
NM_199223,264,370,330,267,214,228,185,672,696,653,1621,334
NM_001256521,1626,1603,514,1111,1344,1054,1192,1290,1557,954,1830,1679
NM_172858,0,0,0,0,0,0,0,0,0,0,0,0
NM_172859,203,286,236,156,173,165,169,132,113,66,167,294
NM_177782,308,289,360,329,259,358,280,242,266,281,387,356
NM_172856,1841,2078,1813,1191,1350,1310,1380,2212,2037,1801,4172,1949
NM_172857,14,21,31,13,12,16,15,31,18,12,45,19
