transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NM_133346,823,821,711,663,711,629,718,787,841,506,1236,763
NM_008579,0,0,0,0,0,0,0,0,0,0,0,0
NM_029455,0,0,0,0,0,0,0,0,0,0,0,0
NM_028637,170,228,208,178,164,138,159,153,141,98,216,232
NM_001013802,8,13,4,1,6,6,7,9,6,3,5,7
NR_028589,61,62,59,35,52,28,65,86,91,48,175,45
NM_010274,534,380,448,443,244,485,253,403,471,477,365,236
NM_027478,585,759,582,428,576,455,490,536,593,402,740,600
NM_080463,3659,4167,3696,2665,3405,2858,3262,2871,3031,2090,4201,4391
NM_080462,246,301,286,156,224,213,212,140,133,144,188,303
NM_007891,194,225,211,184,192,206,228,370,550,280,258,273
NM_001113569,93,229,9,10,118,71,101,63,80,126,235,306
NR_028585,340,106,284,155,109,130,238,0,190,92,0,369
NM_146115,411,526,493,324,407,286,364,408,520,254,571,463
NM_146116,6707,7631,6272,4893,6180,5295,6419,6427,7096,5054,10090,7286
NM_177345,1257,1864,1564,1125,1190,1205,1304,1505,1706,1114,2238,1622
NM_177344,307,362,293,209,233,223,216,249,274,219,374,299
NM_177611,0,8,6,6,0,0,0,3,14,5,19,5
NM_013839,703,414,733,627,616,1956,1869,2423,711,301,3955,2890
NM_177343,157,223,228,220,169,206,176,111,120,0,130,279
NM_001033389,584,688,741,479,420,617,717,912,760,487,1281,658
NM_001289857,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289856,0,0,0,0,0,0,0,0,0,0,0,0
NR_033505,0,0,0,0,0,0,0,0,0,0,0,0
NR_033507,0,0,0,0,0,0,0,0,0,0,0,0
NM_010309,2,0,1,4,66,3,3,7,0,3,2,3
NM_013908,1622,1870,1358,1384,1385,1109,1245,1323,1584,1037,2427,1612
NR_105972,9,4,4,5,1,2,4,10,7,6,14,1
NM_010902,3844,4372,3936,3021,3369,3198,3395,3785,4171,3163,5762,4311
NR_105970,0,0,0,0,0,0,0,0,0,0,0,0
NR_105971,0,0,1,1,1,1,1,1,1,1,1,1
NM_172117,164,221,180,159,188,138,185,230,331,184,395,167
NM_172118,1575,1667,1365,1089,1815,1167,1744,1289,1917,1209,2042,1207
NM_146898,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006669,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080971,7,3,2,7,6,8,5,5,11,3,10,12
NM_001037098,4,2,0,4,324,1,0,184,1,153,0,2
NM_001037099,2,0,0,0,0,0,0,0,0,0,0,0
NM_008780,63,115,96,106,87,77,64,41,56,33,78,112
NM_178254,0,0,0,0,0,0,0,0,4,0,0,0
NM_025901,416,577,432,301,455,337,426,541,628,338,753,444
NM_026634,0,3,0,0,0,3,0,0,0,0,0,3
NM_029692,0,0,0,0,0,0,0,0,0,0,0,0
NM_026630,4,0,5,0,0,0,0,0,2,0,6,0
NR_046364,0,0,39,0,0,0,0,39,0,0,0,0
NM_025587,6300,8766,7467,5998,6284,5805,6251,7026,8164,5025,9940,7553
NM_133849,0,0,0,0,0,0,0,0,0,0,0,0
NM_133847,3277,3704,3343,2447,2835,2528,3003,3436,3775,2515,5575,3819
NM_001134300,0,0,0,0,0,0,584,0,0,0,0,3
NM_133840,300,454,412,311,317,297,371,336,298,229,442,449
NM_001276448,0,0,0,0,0,0,0,0,0,0,0,0
NM_130860,1691,1961,1677,1473,1573,1359,1485,1416,1679,1075,2511,1890
NM_020267,3843,4192,3550,2711,3512,3062,3545,3386,3703,2747,5754,3763
NM_144884,818,945,849,659,766,674,726,804,902,560,1161,859
NM_144885,1302,1664,1431,1091,1131,1027,1137,1100,1287,803,1747,1586
NM_144886,367,560,425,342,344,263,400,449,603,330,777,508
NM_144887,2883,3194,3081,2186,2649,2431,2814,3542,4170,2712,5940,3272
NR_015462,0,0,0,0,0,0,0,0,0,0,0,0
NR_015463,92,113,53,151,91,70,69,96,132,183,330,224
NM_198090,2176,1364,2165,796,1906,828,769,425,3906,1525,3859,2613
NM_144883,0,0,0,0,0,0,0,0,0,0,0,0
NM_028479,276,241,234,214,235,162,203,259,282,192,484,264
NM_001135657,2,0,0,2,0,0,1,1,0,1,1,1
NM_009564,566,615,548,414,466,380,436,465,502,334,723,599
NM_199304,226,185,155,130,132,118,149,157,154,121,245,191
NM_199303,0,0,0,0,0,0,0,0,0,0,0,0
NM_199302,911,1061,840,742,754,612,632,700,716,463,992,994
NM_029475,274,183,271,129,285,85,32,93,118,178,169,176
NM_181416,50,78,47,37,67,49,58,208,379,252,340,48
NM_181417,893,502,827,456,786,615,770,871,932,673,1415,881
NR_029568,0,1,0,0,0,0,1,0,0,0,1,0
NM_029308,0,0,0,0,0,0,0,0,0,0,0,0
NM_011871,572,735,581,460,572,451,556,658,686,488,925,658
NM_029305,0,2,0,5,3,3,0,0,2,6,0,3
NM_001164689,0,0,0,0,232,0,0,0,0,0,0,529
NR_029566,0,0,0,0,0,0,0,0,0,0,0,0
NM_175462,0,0,0,0,2,0,2,0,0,2,3,0
NM_175466,281,352,242,223,269,186,184,210,257,191,330,276
NM_175467,0,0,0,0,0,0,0,0,0,0,0,0
NM_175464,46,44,31,32,42,47,40,19,24,31,53,57
NM_175465,2475,2938,2264,2053,2294,2006,2467,1856,1996,1430,3176,2821
NM_007656,4002,10528,8500,5719,3191,6323,7458,7871,3217,5667,12416,4020
NM_173377,0,0,0,0,0,0,0,0,0,0,0,0
NM_007652,1132,1368,1110,717,1213,864,1151,731,913,773,654,1159
NM_025699,756,1008,841,577,764,666,729,782,752,518,1165,862
NM_001205370,1949,1786,1509,898,1476,1079,1524,1093,1016,1186,1316,1544
NM_001205371,0,0,0,0,0,0,0,0,0,0,1,0
NM_146808,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033123_2,40,0,0,0,0,0,0,0,0,0,89,0
NM_001012723,53,24,18,24,19,21,19,8,10,9,10,35
NM_001033123_1,5,6,5,6,5,6,19,5,4,28,10,7
NM_001012725,0,0,8,0,0,0,2,4,0,0,8,0
NM_008367,0,6,3,5,4,3,3,3,2,0,7,7
NM_007788,2729,3097,2544,2038,2723,2276,2535,2697,3035,2035,4179,2805
NM_008361,25,42,26,36,20,35,17,95,21,38,172,39
NM_008261,0,0,0,0,0,0,0,0,0,0,0,0
NM_023504,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282028,0,0,0,3,0,0,0,0,0,0,0,0
NM_001243240,58,90,107,43,134,71,118,41,86,112,121,69
NM_001080550,0,0,0,0,0,0,0,0,0,0,1,0
NM_153075,31,41,39,36,37,33,26,25,43,30,68,29
NM_153077,0,0,0,0,0,0,0,2,4,0,0,0
NM_025565,0,0,0,0,0,0,0,0,0,0,0,0
NM_028093,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177857,0,0,0,0,0,0,0,0,0,0,0,0
NM_146938,0,0,0,0,0,0,0,0,0,0,0,0
NM_146939,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040689,73,39,23,29,42,60,56,48,37,36,101,54
NM_199059,0,0,0,0,0,0,0,0,0,0,0,0
NM_205783,1,3,4,7,1,0,4,0,0,1,2,2
NR_040510,0,0,0,0,0,0,0,0,0,0,0,0
NR_040511,0,0,0,0,0,0,0,0,0,0,0,0
NR_040514,0,0,0,0,0,0,0,0,0,0,0,0
NR_040516,0,0,0,0,0,0,0,0,0,0,0,0
NR_040517,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039391,39,11,21,3,5,261,31,77,13,9,8,56
NM_008963,0,0,0,0,0,0,0,0,0,0,0,0
NM_011652,16,23,10,9,4,12,17,9,10,15,32,21
NM_008752,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025594,537,651,646,472,623,340,347,205,618,407,939,0
NM_001290464,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290465,0,0,0,0,0,0,0,0,0,0,0,0
NM_175286,193,188,174,156,129,140,152,151,166,96,256,220
NM_001290463,0,0,0,0,0,0,0,0,0,0,0,0
NM_175285,309,482,372,298,309,242,299,247,249,204,435,416
NM_001271499,0,0,0,1,26,1,0,31,0,17,0,33
NM_001290669,305,169,238,199,0,195,124,264,210,0,419,0
NM_001081338,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290665,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290666,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290660,3981,5622,4398,3356,4078,3910,4155,3626,3252,2748,6413,4974
NM_178760,2311,2547,2299,1681,2035,1791,2071,2283,2720,1781,3706,2595
NM_146464,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001334,15,18,8,0,0,4,0,3,0,0,0,7
NM_146114,201,259,163,0,93,109,171,163,140,0,366,213
NR_028571,2,2,0,3,1,2,0,0,1,3,5,1
NR_028572,0,3,3,4,1,1,1,3,0,2,3,1
NM_146117,0,2,0,0,2,2,0,8,0,0,0,0
NM_146118,0,0,0,0,0,0,0,0,0,0,0,0
NM_146119,2553,2907,2829,2030,2620,2256,2535,4187,5497,3305,8032,2611
NM_009963,1742,2311,1652,1556,1424,1632,1121,1001,868,1122,1802,2231
NM_007869,2485,2632,2427,1564,1949,1766,2117,2221,2326,1616,3748,2666
NR_040625,0,0,0,0,0,0,0,0,0,0,0,0
NR_040356,0,0,0,0,0,0,0,0,0,0,0,0
NM_178411,586,641,562,454,462,363,463,446,636,326,811,592
NR_040354,0,0,0,0,0,0,0,0,0,0,0,0
NM_023326,639,655,544,482,569,470,470,379,368,314,529,695
NR_040353,380,462,314,176,304,293,273,177,150,135,199,376
NM_009184,0,0,0,0,0,0,0,0,0,0,0,0
NM_001113179,0,0,0,0,2,2,0,189,199,174,29,4
NR_040358,0,0,0,0,0,0,0,0,0,0,0,0
NR_040359,0,0,0,0,0,0,0,0,0,0,0,0
NR_030683,0,0,0,0,0,0,0,0,0,0,0,0
NR_030769,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177707,372,486,121,86,13,157,145,276,238,324,1028,25
NM_001011735,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123362,0,0,0,0,0,0,0,0,0,0,0,0
NR_110957,102,2,0,19,7,2,4,2,4,2,7,1
NR_030762,1,4,6,1,2,2,3,3,3,1,5,1
NM_008968,11464,13085,11070,8798,9219,8475,9234,9809,7992,9396,17572,11961
NM_008969,1311,2106,1405,1155,1195,898,1051,1712,2159,1174,2249,1616
NM_001039939,1800,1968,1726,1648,1605,1327,1548,1552,2013,1499,3302,2015
NR_029649,0,0,0,0,0,0,0,0,0,0,0,0
NM_018851,1833,2007,1429,1013,1379,1233,2097,2857,3005,2703,5308,1554
NM_008961,319,381,335,231,280,258,277,239,295,223,357,321
NM_018852,0,0,0,0,0,0,0,0,0,0,0,0
NM_013865,1384,1644,1548,1065,1296,1112,1378,1448,1787,1011,2067,1679
NM_001159543,32,22,21,60,70,70,16,15,0,8,38,155
NM_001037762,94,158,153,77,120,66,11,187,186,130,305,169
NM_146752,0,0,0,0,0,0,0,0,0,0,0,0
NM_146753,0,0,0,0,0,0,0,0,0,0,0,0
NM_019677,254,254,232,117,194,211,200,132,249,141,264,184
NM_001159549,0,2,0,0,0,0,0,3,0,2,0,5
NM_001159548,0,0,17,0,0,0,0,1,0,0,0,0
NM_001143683,26,18,28,22,23,16,17,8,9,10,9,29
NR_038349,14,25,22,19,28,14,11,16,11,13,38,9
NM_013460,49,67,46,42,38,35,32,39,35,14,39,64
NM_026251,0,0,0,0,0,0,0,2,0,0,0,0
NR_033642,39,39,24,30,26,28,40,16,19,17,34,36
NM_027040,0,3,0,0,0,0,0,0,0,0,0,0
NM_001111029,0,0,0,0,0,0,0,0,0,0,164,0
NM_015792,2313,2783,2350,1932,2165,2053,2299,2284,2595,1666,3441,2636
NM_146265,0,0,0,0,0,0,0,0,0,0,0,0
NM_138313,2302,1769,1892,1477,1530,1439,1413,1221,1432,927,1870,2303
NR_033467,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110513,353,359,248,253,245,197,229,166,172,136,349,260
NM_001110512,11,66,2,4,47,0,2,62,85,4,120,51
NM_178084,82,64,17,45,64,79,35,68,35,68,172,79
NM_009023,20,47,29,33,16,23,13,32,43,27,60,41
NM_009020,0,0,0,0,0,0,0,0,0,0,0,0
NR_033469,0,0,0,0,0,0,0,0,0,0,0,0
NM_008561,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165991,1,3,1,1,0,1,0,0,0,0,4,0
NM_001113558,0,0,0,0,0,0,0,0,0,0,0,0
NM_008569,4996,5963,4883,3751,4378,3845,4732,5235,6276,4218,8518,5670
NM_027192,1374,1413,1322,1009,1127,1050,1286,1037,1160,706,1413,1377
NM_001011534,0,0,0,0,0,0,0,0,0,0,0,0
NM_010264,85,103,68,82,83,65,114,74,77,66,195,99
NR_037281,0,0,0,0,0,0,0,0,0,0,0,0
NM_181848,298,328,307,222,295,248,277,206,225,217,441,285
NR_028590,36,33,37,19,33,28,39,59,65,54,110,42
NR_028591,107,158,123,86,99,64,109,121,118,90,267,96
NM_001163434,13557,14754,13023,8130,9778,8744,7624,15759,20658,9530,24653,14925
NM_021450,2185,2348,2239,1555,1887,1733,2764,2014,2395,1677,3165,1830
NM_177608,2716,3046,2529,1913,2079,2253,2481,2188,2292,1781,3795,2962
NM_019771,6836,8611,7121,5223,7130,5859,6662,5908,6309,4540,7971,7669
NM_001139504,240,264,114,118,117,64,63,72,382,5,311,213
NR_037263_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_177600,39,44,48,29,29,34,34,22,31,22,53,48
NR_037263_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_022325,5993,7081,6714,5195,5617,4818,5707,5112,5750,3600,7593,6970
NM_001111331,100,205,150,172,111,127,117,149,188,115,260,192
NR_003258,4,853,2,3,2,540,1135,155,2477,3,3,25
NR_033513,0,0,0,0,0,0,0,0,0,0,0,0
NM_177190,166,185,167,136,133,127,166,145,168,95,285,200
NM_177191,0,6,3,0,0,0,0,2,0,0,4,0
NM_053195,2217,1903,1537,1017,1534,1353,1470,1145,1009,823,1798,1935
NM_027990,0,0,3,0,0,0,0,0,0,0,0,0
NM_001177543_3,0,0,0,0,0,0,0,0,197,0,0,21
NM_001244202,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244201,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244200,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109993,68,111,91,43,44,46,70,82,43,74,113,59
NM_001177543_4,0,1,0,181,0,0,0,0,0,0,0,0
NM_013935,102,11,76,24,98,80,25,47,49,23,87,91
NM_011989,1460,1351,1461,1134,1404,1156,1400,1460,1656,880,2358,1535
NR_106102,1,1,1,1,1,1,1,1,1,1,1,1
NM_026021,296,362,271,231,314,257,309,353,464,255,584,307
NM_001142335,69,163,81,264,80,26,102,64,84,57,143,382
NM_001142336,164,359,410,412,351,458,298,280,198,231,359,279
NM_001142337,0,0,0,0,0,0,0,0,0,0,0,0
NM_010911,796,1012,862,691,725,669,734,785,938,570,1345,918
NM_172665,430,520,362,255,393,340,329,274,319,210,391,491
NM_173450,91,103,117,79,81,81,76,97,80,70,163,113
NM_001080944,3,25,14,5,6,4,9,11,18,10,29,9
NM_026934,1194,1405,1232,962,1168,931,1176,1594,1670,1047,2229,1181
NR_035479,0,0,0,0,0,0,0,0,0,0,0,0
NR_035478,1,0,0,0,0,0,1,0,0,0,0,0
NR_037265_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_035476,0,0,0,0,0,0,0,0,0,0,0,0
NM_194335,170,181,144,99,116,117,70,120,161,79,173,175
NM_029021,0,0,0,0,0,0,0,0,2,0,3,0
NM_029688,1408,1948,1592,1153,1272,1106,1397,1343,1276,932,2077,1676
NR_040499,0,0,0,0,0,0,0,0,0,0,0,0
NM_029687,0,7,0,0,0,0,0,0,0,0,0,0
NM_001077515,0,0,0,0,0,0,0,0,0,0,0,0
NM_144500,1142,1234,1038,896,962,895,988,939,1036,771,1490,1326
NM_001109691,4,43,5,10,33,38,30,45,42,17,89,54
NM_181266,97,167,253,197,269,154,126,192,184,83,391,178
NM_025592,4114,5660,5359,4527,4443,4248,4792,6565,7986,5156,10478,5446
NR_028376,257,202,204,143,190,173,215,240,273,213,363,214
NR_028377,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042528,0,0,0,0,0,0,0,0,0,0,0,0
NM_025598,785,886,769,618,772,571,691,699,831,432,963,879
NM_008100,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199308_1,1067,1483,949,765,910,813,714,716,702,641,1381,1038
NR_037265_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_106168,3,2,1,2,2,1,1,1,1,2,2,1
NM_145537,860,1034,889,832,759,700,680,937,1088,690,1805,1040
NR_040497,0,0,0,0,0,0,0,0,0,0,0,0
NM_028793,47,99,74,44,104,65,275,132,119,107,99,0
NM_001291432,162,0,194,0,0,0,0,0,0,0,0,192
NM_001037178,0,0,0,0,0,0,0,0,0,0,0,0
NM_138685,0,0,0,0,0,0,0,0,0,0,0,0
NM_138684,0,9,16,3,0,2,0,14,12,12,32,8
NM_008449,0,13,3,13,3,4,6,13,15,4,15,10
NM_133783,400,441,354,350,365,328,401,519,535,344,821,442
NM_001042653,12,16,8,15,8,14,13,43,73,42,62,31
NM_001289150,0,0,0,0,0,0,0,0,0,0,0,0
NM_029463,0,0,0,0,0,0,0,0,0,0,0,0
NM_199312,0,4,0,0,2,0,0,0,0,0,0,2
NM_029466,1117,1818,1218,948,982,1216,1420,1464,1329,1332,2170,1244
NM_026891,886,1100,841,939,1007,727,1018,843,867,692,1490,1105
NM_009773,105,131,64,88,83,81,89,545,1162,465,749,148
NM_009776,102375,124223,113331,88455,99358,90215,102028,109856,98651,96128,207290,122939
NM_153805,31,21,6,20,28,9,11,63,125,46,106,26
NM_007466,2424,2768,2284,1634,2198,1909,2097,2738,3132,2017,4043,2501
NM_001102424,130,370,2,0,166,256,0,271,0,122,650,0
NM_001102425,169,374,0,0,667,247,226,397,337,257,508,0
NM_145538,692,758,647,517,622,560,734,867,1048,576,1174,663
NR_040639,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102423,154,564,704,667,314,295,317,228,500,465,0,591
NM_025680,955,986,830,718,809,661,770,846,962,641,1468,981
NR_040634,0,0,0,0,0,0,0,0,0,0,0,0
NR_040637,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291039,0,0,0,0,0,0,1,0,0,0,0,0
NR_040631,0,0,0,0,0,0,0,0,0,0,0,0
NR_040633,0,0,0,0,0,0,0,0,0,0,0,0
NR_040632,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025395,1776,1458,1407,1423,1609,1288,1506,1714,2111,1615,3251,1779
NM_001029983,2804,3055,2946,2181,2376,2027,2438,2983,3604,2039,4741,3105
NM_207254,0,0,0,0,0,0,0,0,0,0,0,0
NR_036606,0,0,0,0,0,0,0,0,0,0,0,0
NM_009939,507,687,489,712,473,552,491,505,655,473,844,683
NM_008358,33,82,94,59,21,43,47,109,160,113,139,103
NR_015523,81,98,80,104,109,70,76,107,110,74,155,82
NM_146836,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083960,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291032,0,0,0,0,0,0,0,0,0,0,0,29
NM_146838,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205369,2791,2993,2181,1404,2591,2330,2650,1689,1675,1376,2692,2440
NR_015528,996,1167,1011,841,875,825,867,872,939,691,1365,1197
NR_033468,0,0,0,0,0,0,0,0,0,0,0,0
NM_028317,113,128,104,100,74,82,89,76,112,89,190,116
NM_001164053,164,109,56,48,36,93,69,2,47,43,102,136
NM_001291031,146,223,221,164,172,122,203,183,157,137,368,165
NM_001164055,0,0,34,0,18,0,6,0,23,30,0,0
NM_145122,395,441,392,371,389,347,340,347,318,254,670,508
NM_175631,0,0,0,0,0,0,0,0,0,0,0,0
NM_178889,36,35,44,119,40,12,17,565,31,104,21,34
NM_178888,657,608,492,452,624,466,598,430,373,387,803,543
NR_040745,0,0,0,0,0,0,0,0,0,0,0,0
NR_040747,0,0,0,0,0,0,0,0,0,0,0,0
NM_025777,0,0,0,0,0,0,0,0,0,0,0,0
NM_178887,2,0,0,0,2,0,0,0,0,2,0,0
NM_178886,1055,1140,974,640,827,649,591,878,1065,722,1205,1090
NM_178885,0,7,0,5,4,0,2,0,0,0,0,7
NR_028114,46,69,24,0,2,21,0,40,52,36,0,26
NM_153065,902,960,899,726,809,674,823,919,1107,712,1609,962
NR_028113,7,9,6,3,7,6,5,13,7,9,10,6
NM_010467,0,0,0,0,0,0,0,0,0,0,0,0
NM_010468,41,39,36,35,31,21,29,31,36,24,62,48
NM_010469,0,6,0,5,2,0,3,1,4,0,0,6
NM_025576,483,618,500,350,437,398,442,492,585,429,814,566
NM_001164216,671,823,646,497,565,567,674,747,716,454,1004,666
NM_146907,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199118,0,0,1,1,1,0,274,173,0,0,1,1
NM_146902,0,0,0,0,0,0,0,0,0,0,0,0
NM_146901,0,0,0,0,0,0,0,0,0,0,0,0
NM_146900,0,0,0,0,0,0,0,0,0,0,0,0
NM_001160424,0,0,0,7,0,0,5,0,0,0,0,0
NM_145635,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080709,0,0,0,0,0,0,0,0,0,0,0,0
NM_146583,0,0,0,0,0,0,0,0,0,0,0,0
NR_040613,2,0,4,4,0,0,0,0,0,0,0,0
NM_146580,0,0,0,0,0,0,0,0,0,0,0,0
NM_146587,0,0,0,0,0,0,0,0,0,0,0,0
NM_146586,0,0,0,0,0,0,0,0,0,0,0,0
NM_146584,0,0,0,0,0,0,0,0,0,0,0,0
NM_009804,3125,3697,3108,2412,2591,2375,2772,2433,2533,1838,3736,3529
NM_146589,0,0,0,0,0,0,0,0,0,0,0,0
NM_146588,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001882,231,237,16,173,360,237,504,277,191,202,254,766
NR_035477,0,0,0,0,0,0,0,0,0,0,0,0
NM_146341,0,0,0,0,0,0,0,0,0,0,0,0
NM_146343,0,0,0,0,0,0,0,0,0,0,0,0
NM_146342,0,0,0,0,0,0,0,0,0,0,0,0
NM_146349,0,0,0,0,0,0,0,0,0,0,0,0
NM_146348,0,0,0,0,0,0,0,0,0,0,0,0
NM_024225,606,1062,1333,440,968,799,750,590,1581,528,1299,565
NM_145832,207,178,96,91,0,52,69,82,156,41,243,104
NM_001039653,0,0,0,0,0,0,0,0,0,0,0,4
NM_001039122,14,21,7,9,13,18,13,5,10,5,13,13
NM_001101804_4,0,0,0,0,682,0,0,0,0,0,0,0
NM_001101804_5,0,300,0,0,0,0,0,0,0,0,0,0
NM_001101804_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_145838,4,16,5,4,0,6,0,8,5,5,4,17
NM_001101804_3,0,0,0,0,0,0,0,0,400,0,0,0
NM_001171187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033477,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085378,2,3,2,3,10,5,3,2,2,2,1,1
NM_001290675,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290674,64,0,0,0,0,0,0,39,0,21,0,0
NM_001011771,0,0,0,0,0,0,0,0,0,0,0,0
NR_030572,0,0,0,0,0,0,0,0,0,0,0,0
NR_110367,0,0,0,0,0,0,0,0,3,0,3,0
NM_001001322,0,0,0,0,0,0,0,0,0,0,0,0
NR_110368,0,0,0,0,0,0,0,0,0,0,0,0
NM_010073,911,1113,949,794,853,723,789,896,978,604,1326,1059
NM_010072,865,1149,899,658,877,791,761,832,872,644,1317,992
NR_040369,29,24,17,5,17,10,15,21,24,26,55,22
NR_040368,0,0,0,0,0,0,0,0,0,0,0,0
NM_009976,45972,53711,48669,36194,42186,34759,40889,31250,29870,23814,44142,46761
NM_010074,255,563,473,893,550,546,550,306,264,226,298,891
NM_009978,0,0,0,0,0,0,0,0,0,0,0,0
NM_013781,0,0,3,70,0,2,0,0,1,0,0,1
NR_040361,0,2,0,0,8,0,6,4,0,0,5,0
NR_040367,0,0,0,0,4,0,6,4,0,3,5,0
NR_040365,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161806,0,0,0,0,0,0,0,0,0,0,0,0
NM_023336,311,0,442,1,1,1,1,2,1,0,2,3
NM_001038635,305,218,234,455,236,671,287,194,340,327,890,261
NR_029646,0,0,0,0,0,0,0,0,0,0,1,0
NR_027957,278,334,272,318,252,203,298,207,193,217,443,289
NR_110968,0,0,0,0,0,0,0,0,0,0,0,0
NR_110965,56,118,103,61,38,0,0,46,53,26,82,56
NR_110963,0,6,0,3,0,0,0,5,0,0,0,0
NR_110962,16,23,6,0,36,0,0,0,19,0,241,0
NM_001204166,103,0,0,0,0,0,0,0,0,0,0,0
NM_001204167,0,0,0,0,0,0,0,0,3,0,0,4
NM_001204165,0,87,78,62,51,63,48,25,29,22,41,115
NR_040636,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252543,0,1,0,0,277,0,0,2,1,1,414,471
NM_001252542,22,23,17,6,7,14,13,4,22,2,29,16
NM_001252541,0,0,0,0,0,0,0,0,0,0,0,0
NM_025395,173,238,174,157,152,169,140,191,232,180,276,227
NM_001252547,154,228,196,141,181,187,0,76,124,137,345,295
NM_001252545,0,0,0,0,292,0,0,0,0,0,528,0
NM_001252544,1383,659,714,0,392,382,990,952,938,820,1330,0
NM_146762,0,0,0,0,0,0,0,0,0,0,0,0
NM_178724,169,194,166,127,135,129,144,161,196,109,271,193
NM_178725,0,22,0,17,0,13,0,33,53,0,0,0
NM_146767,0,0,0,0,0,0,0,0,0,0,0,0
NM_178723,37,34,47,17,3,33,45,29,30,31,15,38
NM_029862,817,918,947,669,772,718,834,726,937,477,1290,919
NM_146569,0,0,0,0,0,0,0,0,0,0,0,0
NM_146568,0,0,0,0,0,0,0,0,0,0,0,0
NM_009374,0,0,0,0,0,0,0,0,0,0,0,0
NM_013678,328,453,374,375,354,271,355,385,377,275,626,441
NM_009373,22746,27071,22645,14581,16467,15596,15741,22333,21837,15914,38293,23623
NR_111965,0,142,61,0,0,0,0,0,93,0,261,0
NM_001159376,0,0,0,3,4,0,0,0,0,0,2,2
NM_013677,614,723,540,463,456,416,433,513,474,399,851,525
NM_183354,0,0,0,0,0,0,0,0,0,2,0,0
NM_009378,32539,28168,26954,21197,26153,26317,25377,16749,13207,9917,21696,34287
NM_010784,200,202,164,6,241,134,160,144,114,133,153,278
NM_001110214,4,0,1,46,2,1,0,14,0,0,50,0
NM_001033254,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033256,198,148,179,161,166,128,155,186,220,106,269,147
NM_022000,316,21,340,271,352,70,387,34,1114,169,180,12
NM_001177627,0,0,0,0,0,0,0,0,0,0,0,0
NR_045919,0,0,0,0,0,0,0,0,0,0,4,0
NM_001111030,0,0,0,2,0,0,0,0,0,0,0,0
NM_027529,0,0,2,0,0,0,0,0,0,0,5,0
NM_138306,898,984,1011,914,1058,827,752,1119,1325,807,1864,941
NM_001006676,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006677,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006674,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291185,0,0,0,0,0,0,0,0,0,158,0,0
NM_177727,1087,1047,975,803,866,824,978,978,1262,779,1676,1077
NM_009019,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291189,0,0,0,0,0,0,0,0,0,0,0,0
